codigoentidad,codigoconvocatoria,n_id_item,ruc_entidad,entidad,sector,entidad_departamento,entidad_distrito,entidad_provincia,fecha_convocatoria,modalidad,sistemacontratacion,tipoprocesoseleccion,proceso,descripcion_proceso,tipo_compra,moneda,monto_referencial_item,monto_referencial,n_item,descripcion_item,unidad_medida,cantidad,estadoitem,paquete,codigo_grupo,grupo,codigo_familia,familia,codigoclase,clase,codigocommodity,commodity,codigoitem,itemcubso,ultimo,codigoprocesoinicial,ueclasificacion,ubigeo,dominio,strata,tratamiento,medicamentos,insumos,suministros,año,fecha_convocatoria2,mes,tiempo,montoadj,fecha_consentimiento_bp,estadofin,codigosiaf,exito,categoria,version_cronograma,etapainicio,etapafin,fecha_inicial,fecha_final,tiempo_adj,fecha_consentimientobp,tiempo_consent,exito_consent,año_req,mes_req,dia_req,filtro_fechas,tipo_filtro,mes_req2,dia_req2,año_req2,fecha_req,inicio_estudiomdo,fin_estudiomdo,fecha_req2,tiempo_req_convoc,tiempo_req_convoc2,tiempo_estudiomdo,num21,antiguedad1,antiguedad2,postores,numlogis,ordimodal,ordireg,ordiclasif,lima,ratioar,precio,ln_precio,mes_convoc,mes_consent,mes_inicio,mes_fin,mes_adj,semana_req
203646,760099,2283201,20602250602,DIRECCION DE REDES INTEGRADAS DE SALUD LIMA CENTRO,SALUD,LIMA,SAN JUAN DE LURIGANCHO,LIMA,25/11/21,Sin Modalidad,Suma alzada,Adjudicación Simplificada,AS-SM-19-2021-DIRIS-LC-1,ADQUISICIÓN DE INSUMOS DE LABORATORIO PARA EL ABASTECIMIENTO EN LAS IPRESS DEL PRIMER NIVEL DE ATENCIÓN DE LA DIRIS LIMA CENTRO,Por la Entidad,Soles,71040,71040,3,TIRA REACTIVA PARA ORINA DE 11 PARAMETROS X 100 DETERMINACIONES,Unidad,1500,Desierto,NO,41,"Equipo de laboratorio, medición, observación y comprobación",11,"Instrumentos de experimentación, medición y observación",61,"kits de ensayos, controles de calidad, calibradores y normativas",06,Tiras o papeles para pruebas de productos químicos,00023997,TIRA REACTIVA PARA ORINA DE 11 PARAMETROS,ULTIMO,659156,GR - red,150132,lima met,8,0,,1,1,2021,22609,11,2021_11,,,,1683,0,insumos,8,Convocatoria,Otorgamiento de la Buena Pro,22609,22631,,,,0,2021,3,3,,,3,3,2021,22342,22368,22389,22342,267,267,21,8,3,8,,20,1,15,GR - red,1,,,,11,,3,4,12,9
200430,760101,2283204,20494013453,GOBIERNO REGIONAL DE SAN MARTIN - UNIDAD EJECUTORA HOSPITAL II-2 TARAPOTO,GOBIERNO REGIONAL,SAN MARTIN,TARAPOTO,SAN MARTIN,25/11/21,Procedimiento,Suma alzada,Contratación Directa,DIRECTA-PROC-48-2021-OEC/UE-HII2-T-1,ADQUISICIÓN DE MEDICAMENTOS PARA TRATAMIENTO A PACIENTES CON COVID-19 DEL HOSPITAL II-2 TARAPOTO,Por la Entidad,Soles,155200,155200,1,MIDAZOLAM 50 MG/10ML,Unidad,8000,Contratado,NO,51,Medicamentos y productos farmacéuticos,14,Medicamentos para el sistema nervioso central,15,Anticonvulsivante,42,Midazolam,00062020,MIDAZOLAM 50 mg INY 10 mL,ULTIMO,703811,hospital,220901,selva,12,0,1,,1,2021,22609,11,2021_11,155200,26/11/21,1,1400,1,medicamentos,1,Invitación,Adjudicación,22501,22609,108,22610,109,1,2021,8,5,,,8,5,2021,22497,22498,22505,22497,4,4,7,0,6,7,,2,5,22,hospital,0,1,19.4,2.9652731,8,11,8,8,11,31
200430,760101,2283205,20494013453,GOBIERNO REGIONAL DE SAN MARTIN - UNIDAD EJECUTORA HOSPITAL II-2 TARAPOTO,GOBIERNO REGIONAL,SAN MARTIN,TARAPOTO,SAN MARTIN,25/11/21,Procedimiento,Suma alzada,Contratación Directa,DIRECTA-PROC-48-2021-OEC/UE-HII2-T-1,ADQUISICIÓN DE MEDICAMENTOS PARA TRATAMIENTO A PACIENTES CON COVID-19 DEL HOSPITAL II-2 TARAPOTO,Por la Entidad,Soles,87000,87000,2,BROMURO DE VECURONIO 4MG/ml 1ml,Unidad,15000,Contratado,NO,51,Medicamentos y productos farmacéuticos,15,Medicamentos para el sistema nervioso autónomo,20,Agentes bloqueadores neuromusculares,04,Vecuronio bromuro,00062489,BROMURO DE VECURONIO 4 mg INY 1 mL,ULTIMO,703811,hospital,220901,selva,12,0,1,,1,2021,22609,11,2021_11,87000,26/11/21,1,1400,1,medicamentos,1,Invitación,Adjudicación,22501,22609,108,22610,109,1,2021,8,5,,,8,5,2021,22497,22498,22505,22497,4,4,7,0,6,7,,2,5,22,hospital,0,1,5.8000002,1.7578579,8,11,8,8,11,31
200430,760101,2283206,20494013453,GOBIERNO REGIONAL DE SAN MARTIN - UNIDAD EJECUTORA HOSPITAL II-2 TARAPOTO,GOBIERNO REGIONAL,SAN MARTIN,TARAPOTO,SAN MARTIN,25/11/21,Procedimiento,Suma alzada,Contratación Directa,DIRECTA-PROC-48-2021-OEC/UE-HII2-T-1,ADQUISICIÓN DE MEDICAMENTOS PARA TRATAMIENTO A PACIENTES CON COVID-19 DEL HOSPITAL II-2 TARAPOTO,Por la Entidad,Soles,184875,184875,3,FENTANILO 50UG/ML 10ML,Unidad,8500,Contratado,NO,51,Medicamentos y productos farmacéuticos,14,Medicamentos para el sistema nervioso central,22,Analgésicos narcóticos,19,Fentanil,00058702,FENTANILO 50 mcg/mL INY 10 mL,ULTIMO,703811,hospital,220901,selva,12,0,1,,1,2021,22609,11,2021_11,184875,26/11/21,1,1400,1,medicamentos,1,Invitación,Adjudicación,22501,22609,108,22610,109,1,2021,8,5,,,8,5,2021,22497,22498,22505,22497,4,4,7,0,6,7,,2,5,22,hospital,0,1,21.75,3.0796137,8,11,8,8,11,31
010395,760120,2283266,20196425005,GOBIERNO REGIONAL DE ANCASH - SALUD UTES  HUARAZ  HOSPITAL VICTOR RAMOS GUARDIA,GOBIERNO REGIONAL,ANCASH,HUARAZ,HUARAZ,16/11/21,Sin Modalidad,Suma alzada,Comparación de Precios,COMPRE-SM-7-2021-HVRG-1,"CONTRATACIÓN DE BIENES PARA LA ADQUISICIÓN DE EQUIPO DE ÓSMOSIS INVERSA PORTÁTIL ""VÍCTOR RAMOS GUARDIA"" NIVEL II-2 HUARAZ",Por la Entidad,Soles,38000,38000,1,EQUIPO DE ¿SMOSIS INVERSA PORT¿TIL,Unidad,1,Contratado,NO,41,"Equipo de laboratorio, medición, observación y comprobación",10,Equipo científico y de laboratorio,49,Equipo y suministros de filtrado de laboratorio,06,Equipo de filtrado por osmosis invertida,00184662,EQUIPO MANUAL DE OSMOSIS REVERSA,ULTIMO,703800,hospital,020101,sierra c,14,1,,1,1,2021,22600,11,2021_11,38000,02/12/21,1,741,1,insumos,1,Convocatoria,Otorgamiento de la Buena Pro,22600,22609,9,22616,16,1,2021,9,7,,,9,7,2021,22530,22530,22606,22530,70,70,76,1,3.5,8,3,4,4,2,hospital,0,1,38000,10.545341,11,12,9,11,11,36
020003,760270,2283833,20452222419,GOBIERNO REGIONAL DE AYACUCHO - RED DE SALUD PUQUIO  SUR AYACUCHO,GOBIERNO REGIONAL,AYACUCHO,PUQUIO,LUCANAS,26/11/21,Procedimiento,Suma alzada,Contratación Directa,DIRECTA-PROC-1-2021-UESSA-PUQUIO-1,adquisicion de equipo de de cabina de bioseguridad biologica clase II A2,Por la Entidad,Soles,58990,58990,1,CABINA DE SEGURIDAD BIOLOGICA - CAMARA DE BIOSEGURIDAD CLASE II TIPO A2,Unidad,1,Adjudicado,NO,41,"Equipo de laboratorio, medición, observación y comprobación",10,Equipo científico y de laboratorio,35,Recintos y accesorios de laboratorio,13,Recinto cerrado para cultivo de tejidos,00184308,CABINA DE SEGURIDAD BIOLOGICA - CAMARA DE BIOSEGURIDAD CLASE II TIPO A2,ULTIMO,703993,GR - red,050601,sierra c,13,1,,1,1,2021,22610,11,2021_11,58990,30/11/21,1,1025,1,insumos,1,Invitación,Adjudicación,22610,22610,0,22614,4,1,2021,10,20,,,10,20,2021,22573,,,22573,37,37,,0,5,5,3,1,5,5,GR - red,0,1,58990,10.985124,11,11,,,11,42
203086,760293,2283797,20601224624,HOSPITAL DE EMERGENCIAS VILLA EL SALVADOR,SALUD,LIMA,VILLA EL SALVADOR,LIMA,26/11/21,Procedimiento,Suma alzada,Contratación Directa,DIRECTA-PROC-41-2021-HEVES-MINSA-1,REQUERIMIENTO URGENTE DE FILTRO ANTIBACTERIAL VIRAL + INTERCAMBIADOR DE CALOR HUMEDAD ADULTO PARA CIRCUITO CORRUGADO PARA LA ATENCIÓN DE PACIENTES CON SOSPECHA Y/O DIAGNOSTICADOS CON COVID-19 DEL HOSPITAL DE EMERGENCIAS VILLA EL SALVADOR-HEVES,Por la Entidad,Soles,90000,90000,1,FILTRO ANTIBACTERIAL VRAL+INTERCAMBIADOR DE CALOR HUMEDAD ADULTO PARA CIRCUITO CORRUGADO,Unidad,9000,Contratado,NO,41,"Equipo de laboratorio, medición, observación y comprobación",10,Equipo científico y de laboratorio,49,Equipo y suministros de filtrado de laboratorio,24,Filtros microbiológicos,00040213,FILTRO DE FIBRA DE VIDRIO DE 22 mm X 15 mm PARA HUMIDIFICACION PASIVA ANTIVIRUS ANTIBACTERIAL,ULTIMO,703958,hospital,150142,lima met,9,0,,1,1,2021,22610,11,2021_11,90000,27/11/21,1,1670,1,insumos,1,Invitación,Adjudicación,22610,22610,0,22611,1,1,2021,6,10,,,6,10,2021,22441,22448,22586,22441,169,169,138,5,3.8181818,8,1,22,5,15,hospital,1,1,10,2.3025851,11,11,6,11,11,23
010457,760386,2283998,20444054400,GOBIERNO REGIONAL DE HUANCAVELICA-HOSPITAL DEPARTAMENTAL DE HUANCAVELICA,GOBIERNO REGIONAL,HUANCAVELICA,HUANCAVELICA,HUANCAVELICA,25/11/21,Procedimiento,Suma alzada,Contratación Directa,DIRECTA-PROC-25-2021-HD-HVCA/OEC.-1,ADQUISICION DE BOMBA DE INFUSION 2 CANALES  PARA SALA DE CUIDADOS INTERMEDIOS NEONATALES DEL HOSPITAL DEPARTAMENTAL DE HUANCAVELICA DE ACUERDO AL IOARR CUI N 2520970,Por la Entidad,Soles,37000,37000,1,ADQUISICION DE BOMBA DE INFUSION 2 CANALES  PARA SALA DE CUIDADOS INTERMEDIOS NEONATALES DEL HOSPITAL DEPARTAMENTAL DE HUANCAVELICA DE ACUERDO AL IOARR CUI N 2520970,Unidad,2,Contratado,NO,42,"Equipos, accesorios y suministros médicos",22,Productos de administración por vía intravenosa y arterial,20,"Bombas de infusión intravenosa incluyendo a sus analizadores, sensores y accesorios",01,Bombas de infusión intravenosa para el uso general,00184289,BOMBA DE INFUSION ENTERAL,ULTIMO,704093,hospital,090101,sierra c,14,1,,1,1,2021,22609,11,2021_11,37000,27/11/21,1,1000,1,insumos,1,Invitación,Adjudicación,22609,22610,1,22611,2,1,2021,7,9,,,7,9,2021,22470,22477,22490,22470,139,139,13,1,4,7,1,4,5,9,hospital,0,1,18500,9.8255262,11,11,7,7,11,28
010457,760399,2284065,20444054400,GOBIERNO REGIONAL DE HUANCAVELICA-HOSPITAL DEPARTAMENTAL DE HUANCAVELICA,GOBIERNO REGIONAL,HUANCAVELICA,HUANCAVELICA,HUANCAVELICA,25/11/21,Procedimiento,Suma alzada,Contratación Directa,DIRECTA-PROC-24-2021-HD-HVCA/OEC.-1,ADQUISICION DE BOMBA DE INFUSION 2 CANALES PARA SALA DE CUIDADOS INTENSIVOS NEONATALES DEL HOSPITAL DEPARTAMENTAL DE HUANCAVELICA DE ACUERDO AL IOARR CUI N 2520970,Por la Entidad,Soles,37000,37000,1,ADQUISICION DE BOMBA DE INFUSION 2 CANALES PARA SALA DE CUIDADOS INTENSIVOS NEONATALES DEL HOSPITAL DEPARTAMENTAL DE HUANCAVELICA DE ACUERDO AL IOARR CUI N 2520970,Unidad,2,Contratado,NO,42,"Equipos, accesorios y suministros médicos",22,Productos de administración por vía intravenosa y arterial,20,"Bombas de infusión intravenosa incluyendo a sus analizadores, sensores y accesorios",01,Bombas de infusión intravenosa para el uso general,00184289,BOMBA DE INFUSION ENTERAL,ULTIMO,704050,hospital,090101,sierra c,14,1,,1,1,2021,22609,11,2021_11,37000,27/11/21,1,1000,1,insumos,3,Invitación,Adjudicación,22609,22610,1,22611,2,1,2021,7,9,,,7,9,2021,22470,22477,22490,22470,139,139,13,1,4,7,1,4,5,9,hospital,0,1,18500,9.8255262,11,11,7,7,11,28
010201,760429,2284151,20174943924,GOBIERNO REGIONAL DEL CALLAO - HOSPITAL DANIEL ALCIDES CARRION,GOBIERNO REGIONAL,CALLAO,BELLAVISTA,CALLAO,26/11/21,Sin Modalidad,Suma alzada,Adjudicación Simplificada,AS-SM-11-2021-HNDAC-1,ADQUISICIÓN DE VIDEOCOLONOSCOPIO,Por la Entidad,Soles,104913.31,104913.31,1,ADQUISICI¿N DE VIDEOCOLONOSCOPIO,Unidad,1,Contratado,NO,42,"Equipos, accesorios y suministros médicos",29,Productos quirúrgicos,64,Equipo endoscópico,08,Cámaras o grabadoras o adaptadores de videos endoscópicos o accesorios,00380536,EQUIPO ELECTRONICO DE VIDEO ENDOSCOPIO ULTRASONOGRAFICO DE USO CLINICO,ULTIMO,704130,hospital,070102,lima met,9,1,,1,1,2021,22610,11,2021_11,102354.45,10/12/21,1,1317,1,insumos,2,Convocatoria,Otorgamiento de la Buena Pro,22610,22623,13,22624,14,1,,,,,,,,,,,,,,,,3,4.4444447,8,1,9,1,7,hospital,0,.97560978,102354.45,11.536197,11,12,,,12,
010006,760457,2284186,20162197461,GOBIERNO REGIONAL DE LIMA - HOSPITAL HUACHO-HUAURA-OYON Y SERVICIOS  BASICOS  DE  SALUD,GOBIERNO REGIONAL,LIMA,HUACHO,HUAURA,26/11/21,Sin Modalidad,Suma alzada,Adjudicación Simplificada,AS-SM-11-2021-HHHO.SBS/CS-1,ADQUISICIÓN DE KIT DE REACTIVO PARA GASES ARTERIALES Y ELECTROLITOS EN SANGRE ARTERIALES,Por la Entidad,Soles,96000,96000,1,ADQUISICI¿N DE KIT DE REACTIVO PARA GASES ARTERIALES Y ELECTROLITOS EN SANGRE ARTERIALES,Unidad,4800,Contratado,NO,41,"Equipo de laboratorio, medición, observación y comprobación",11,"Instrumentos de experimentación, medición y observación",60,Reactivos para analizadores clínicos y diagnósticos,03,Reactivos de analizadores de gases sanguíneos,00023893,REACTIVO PARA GASES ELECTROLITOS Y METABOLITOS SANGUINEOS ARTERIALES,ULTIMO,704159,hospital,150801,costa ce,2,1,,1,1,2021,22610,11,2021_11,96000,23/12/21,1,1286,1,insumos,10,Convocatoria,Otorgamiento de la Buena Pro,22610,22634,24,22637,27,1,2021,7,23,,,7,23,2021,22484,,,22484,126,126,,1,6.1999998,8,,5,1,15,hospital,1,1,20,2.9957323,11,12,,,12,30
200242,760468,2284247,20481755621,GOBIERNO REGIONAL DE LA LIBERTAD - INST.REG.DE ENFERMEDADES NEOPLASICAS LUIS PINILLOS GANOZA,GOBIERNO REGIONAL,LA LIBERTAD,MOCHE,TRUJILLO,26/11/21,Procedimiento,Suma alzada,Contratación Directa,DIRECTA-PROC-5-2021-IREN NORTE-1,CONTRATACIÓN DE TUBO DE BOMBA DE C/3 ENTRADAS PARA FRASCOS DE RESERVA PARA INYECTOR,Por la Entidad,Soles,55224,55224,1,CONTRATACI¿N DE TUBO DE BOBA DE C/3 ENTRADAS PARA FRASCOS DE RESERVA PARA INYECTOR,Unidad,240,Contratado,NO,42,"Equipos, accesorios y suministros médicos",20,Productos de medicina nuclear y diagnóstico médico por imágenes,15,Sistema de tomografía médica computarizada TC o TAC y productos relacionados,01,Instalaciones de unidad estacionaria completa de tomografía médica computarizada (TC o TAC),00367824,UNIDAD DE TOMOGRAFIA COMPUTARIZADA MULTICORTE CON INYECTOR DE MEDIOS DE CONTRASTE,ULTIMO,704171,instituto,130107,costa no,5,0,,1,1,2021,22610,11,2021_11,55224,30/11/21,1,1282,1,insumos,1,Invitación,Adjudicación,22610,22613,3,22614,4,1,2021,8,13,,,8,13,2021,22505,,,22505,105,105,,1,5.5714288,8,1,7,5,13,instituto,0,1,230.10001,5.4385142,11,11,,,11,33
010530,760621,2284504,20408454299,GOBIERNO REGIONAL DE LORETO-SALUD LORETO Y PERIFERICOS,GOBIERNO REGIONAL,LORETO,IQUITOS,MAYNAS,26/11/21,Sin Modalidad,Suma alzada,Adjudicación Simplificada,AS-SM-29-2021-GRL-DRSL/30.01-1,CONTRATACION DE BIENES: ADQUISICION DE SUERO ANTIOFIDICO POLIVALENTE LIOFILIZADO PARA EL TRATAMIENTO DE ACCIDENTES OFIDICOS DE PERSONAS QUE ACUDEN A LAS IPRESS DE LA REGION LORETO.,Por la Entidad,Soles,152600,152600,1,SUERO ANTIOFIDICO POLIVALENTE LIOFILIZADO,Unidad,140,Cancelado,NO,51,Medicamentos y productos farmacéuticos,17,Medicamentos que actúan en el sistema gastrointestinal,23,Antídotos y eméticos,09,Antivenenos,00314284,SUERO ANTIOFIDICO POLIVALENTE INY,ULTIMO,704306,GR - red,160101,selva,11,1,1,,1,2021,22610,11,2021_11,,,,870,0,medicamentos,1,Convocatoria,Otorgamiento de la Buena Pro,22610,22623,,,,0,2021,10,18,,,10,18,2021,22571,22580,22582,22571,39,39,2,2,4.1666665,9,1,6,1,16,GR - red,0,,,,11,,10,10,12,42
200551,760726,2284865,20552196725,INSTITUTO NACIONAL DE SALUD DEL NIÑO - SAN BORJA,SALUD,LIMA,SAN BORJA,LIMA,26/11/21,Sin Modalidad,Suma alzada,Adjudicación Simplificada,AS-SM-80-2021-INSN-SB-1,ADQUISICIÓN ANUAL DE CATÉTER IMPLANTABLE 6.6FR X 75CM PARA RADIOLOGÍA INTERVENCIONISTA DEL SERVICIO DE DIAGNÓSTICO POR IMÁGENES DEL INSNSB,Por la Entidad,Soles,0,0,1,CATÉTER IMPLANTABLE 6.6FR X 75CM,Unidad,80,Convocado,NO,42,"Equipos, accesorios y suministros médicos",20,Productos de medicina nuclear y diagnóstico médico por imágenes,34,"Productos para imágenes vasculares, cardiología intervencional y para laboratorios de cateterización cardíaca",03,Juegos o catéteres introductores vasculares intervencionales o de diagnósticos,00306435,CATETER IMPLANTABLE CON PUERTO DE SILICONA 6.6 FR X 60 cm X 10.5 mm,ULTIMO,704405,instituto,150130,lima met,10,1,,1,1,2021,22610,11,2021_11,,,,1512,0,insumos,2,Convocatoria,Otorgamiento de la Buena Pro,22610,22630,,,,0,2021,4,21,,,4,21,2021,22391,22417,22602,22391,219,219,185,5,5.0454545,9,,22,1,15,instituto,1,,,,11,,5,11,12,16
010199,760760,2285013,20144329148,INSTITUTO NACIONAL MATERNO PERINATAL,SALUD,LIMA,LIMA,LIMA,26/11/21,Sin Modalidad,Suma alzada,Adjudicación Simplificada,AS-SM-41-2021-INMP-1,ADQUISICION ANUAL DE BOLSA DE ASPIRACION DE SECRECIONES CON VALVULA Y FILTRO ANTIBACTERIANO 1 LT PARA EL INMP,Por la Entidad,Soles,53280,53280,1,ADQUISICION ANUAL DE BOLSA DE ASPIRACION DE SECRECIONES CON VALVULA Y FILTRO ANTIBACTERIANO 1 LT PARA EL INMP,Unidad,3600,Suspendido,NO,42,"Equipos, accesorios y suministros médicos",27,Productos respiratorios y de reanimación y anestesia,19,Productos para el manejo de las vías respiratorias,07,Productos o accesorios de aspirador respiratorio,00371321,BOLSA DE ASPIRACION DE PVC X 1 L CON VALVULA Y FILTRO ANTIBACTERIANO PARA SECRECIONES,ULTIMO,704432,instituto,150101,lima met,10,0,,1,1,2021,22610,11,2021_11,,,,127,0,insumos,3,Convocatoria,Otorgamiento de la Buena Pro,22610,22628,,,,0,,,,,,,,,,22364,22547,,,,183,1,6.1111112,9,2,9,1,15,instituto,1,,,,11,,3,9,12,
010521,760806,2285115,20437300705,GOBIERNO REGIONAL DE LAMBAYEQUE-HOSPITAL BELEN - LAMBAYEQUE,GOBIERNO REGIONAL,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,26/11/21,Procedimiento,Suma alzada,Contratación Directa,DIRECTA-PROC-2-2021-GRL-HBL-OEC-1,"CONTRATACIÓN DIRECTA POR CAUSAL DE EMERGENCIA SANITARIA NACIONAL POR EL BROTE DEL COVID-19 PARA LA ADQUISICION DE EQUIPO ECÓGRAFO DOPPLER PORTÁTIL, EQUIPO DE RAYOS X ESTACIONARIO DIGITAL Y EQUIPO DE RAYOS X PARA RADIOGRAFÍA RODABLE DIGITAL DIRECTA; EN EL(LA) EESS HOSPITAL PROVINCIAL DOCENTE BELEN-LAMBAYEQUE - LAMBAYEQUE DISTRITO DE LAMBAYEQUE, PROVINCIA LAMBAYEQUE, DEPARTAMENTO LAMBAYEQUE, IOARR N° 2523934",Por la Entidad,Soles,135000,135000,1,EQUIPO EC¿GRAFO DOPPLER PORT¿TIL,Unidad,1,Contratado,NO,42,"Equipos, accesorios y suministros médicos",20,Productos de medicina nuclear y diagnóstico médico por imágenes,17,"Productos para imágenes de ultrasonido médico, doppler y eco",12,Unidades de ecografía o ecografía de pulso o doppler o ultrasonido médico para uso diagnóstico general,00358126,EQUIPO ECOGRAFO DOPPLER 4D DE COLOR CON BASE RODABLE,ULTIMO,689634,hospital,140301,costa no,4,1,,1,1,2021,22610,11,2021_11,135000,27/11/21,1,1002,1,insumos,2,Invitación,Adjudicación,22610,22610,0,22611,1,1,2021,8,27,,,8,27,2021,22519,22524,22529,22519,91,91,5,1,2.3333333,4,1,3,5,14,hospital,0,1,135000,11.81303,11,11,9,9,11,35
010521,760806,2285116,20437300705,GOBIERNO REGIONAL DE LAMBAYEQUE-HOSPITAL BELEN - LAMBAYEQUE,GOBIERNO REGIONAL,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,26/11/21,Procedimiento,Suma alzada,Contratación Directa,DIRECTA-PROC-2-2021-GRL-HBL-OEC-1,"CONTRATACIÓN DIRECTA POR CAUSAL DE EMERGENCIA SANITARIA NACIONAL POR EL BROTE DEL COVID-19 PARA LA ADQUISICION DE EQUIPO ECÓGRAFO DOPPLER PORTÁTIL, EQUIPO DE RAYOS X ESTACIONARIO DIGITAL Y EQUIPO DE RAYOS X PARA RADIOGRAFÍA RODABLE DIGITAL DIRECTA; EN EL(LA) EESS HOSPITAL PROVINCIAL DOCENTE BELEN-LAMBAYEQUE - LAMBAYEQUE DISTRITO DE LAMBAYEQUE, PROVINCIA LAMBAYEQUE, DEPARTAMENTO LAMBAYEQUE, IOARR N° 2523934",Por la Entidad,Soles,490000,490000,2,EQUIPO DE RAYOS X DIGITAL ESTACIONARIO,Unidad,1,Contratado,NO,41,"Equipo de laboratorio, medición, observación y comprobación",11,"Instrumentos de experimentación, medición y observación",18,Equipo de examinación no destructivo,08,Equipo de examinación radiográfica por rayos X,00064300,EQUIPO DE RAYOS X DIGITAL ESTACIONARIO PARA RADIOGRAFIA,ULTIMO,689634,hospital,140301,costa no,4,1,,1,1,2021,22610,11,2021_11,490000,27/11/21,1,1002,1,insumos,2,Invitación,Adjudicación,22610,22610,0,22611,1,1,2021,8,27,,,8,27,2021,22519,22524,22529,22519,91,91,5,1,2.3333333,4,1,3,5,14,hospital,0,1,490000,13.10216,11,11,9,9,11,35
010521,760806,2285117,20437300705,GOBIERNO REGIONAL DE LAMBAYEQUE-HOSPITAL BELEN - LAMBAYEQUE,GOBIERNO REGIONAL,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,26/11/21,Procedimiento,Suma alzada,Contratación Directa,DIRECTA-PROC-2-2021-GRL-HBL-OEC-1,"CONTRATACIÓN DIRECTA POR CAUSAL DE EMERGENCIA SANITARIA NACIONAL POR EL BROTE DEL COVID-19 PARA LA ADQUISICION DE EQUIPO ECÓGRAFO DOPPLER PORTÁTIL, EQUIPO DE RAYOS X ESTACIONARIO DIGITAL Y EQUIPO DE RAYOS X PARA RADIOGRAFÍA RODABLE DIGITAL DIRECTA; EN EL(LA) EESS HOSPITAL PROVINCIAL DOCENTE BELEN-LAMBAYEQUE - LAMBAYEQUE DISTRITO DE LAMBAYEQUE, PROVINCIA LAMBAYEQUE, DEPARTAMENTO LAMBAYEQUE, IOARR N° 2523934",Por la Entidad,Soles,599500,599500,3,EQUIPO DE RAYOS X DIGITAL PORT¿TIL,Unidad,1,Contratado,NO,41,"Equipo de laboratorio, medición, observación y comprobación",11,"Instrumentos de experimentación, medición y observación",18,Equipo de examinación no destructivo,08,Equipo de examinación radiográfica por rayos X,00289884,EQUIPO DE RAYOS X RODABLE DIGITAL PARA RADIOGRAFIA,ULTIMO,689634,hospital,140301,costa no,4,1,,1,1,2021,22610,11,2021_11,599500,27/11/21,1,1002,1,insumos,2,Invitación,Adjudicación,22610,22610,0,22611,1,1,2021,8,27,,,8,27,2021,22519,22524,22529,22519,91,91,5,1,2.3333333,4,1,3,5,14,hospital,0,1,599500,13.303851,11,11,9,9,11,35
010457,760822,2285126,20444054400,GOBIERNO REGIONAL DE HUANCAVELICA-HOSPITAL DEPARTAMENTAL DE HUANCAVELICA,GOBIERNO REGIONAL,HUANCAVELICA,HUANCAVELICA,HUANCAVELICA,26/11/21,Procedimiento,Suma alzada,Contratación Directa,DIRECTA-PROC-26-2021-HD-HVCA/OEC.-1,ADQUISICION DE CAMA CAMILLA MULTIPROPOSITO ELECTRICA TIPO UCI PARA SALA DE CUIDADOS INTENSIVOS DEL HOSPITAL DEPARTAMENTAL DE HUANCAVELICA DE ACUERDO AL IOARR  CUI N 2520970,Por la Entidad,Soles,161748.5,161748.5,1,ADQUISICION DE CAMA CAMILLA MULTIPROPOSITO ELECTRICA TIPO UCI PARA SALA DE CUIDADOS INTENSIVOS DEL HOSPITAL DEPARTAMENTAL DE HUANCAVELICA DE ACUERDO AL IOARR  CUI N 2520970,Unidad,2,Contratado,NO,42,"Equipos, accesorios y suministros médicos",19,Productos para instalaciones médicas,22,Productos para el transporte de pacientes,07,Camillas de paciente o accesorios de camilla,00277357,CAMILLA DE POLICARBONATO,ULTIMO,704472,hospital,090101,sierra c,14,1,,1,1,2021,22610,11,2021_11,161748.5,01/12/21,1,1000,1,insumos,1,Invitación,Adjudicación,22610,22613,3,22615,5,1,2021,7,15,,,7,15,2021,22476,,,22476,134,134,,1,4,7,3,4,5,9,hospital,0,1,80874.25,11.300651,11,12,,,11,28
